name	country	lat	lon	population	timezone
Ras Al Khaimah	AE	25.78953	55.9432	351943	Asia/Dubai
Cabimas	VE	10.39907	-71.45206	351736	America/Caracas
Honolulu	US	21.30694	-157.85833	350964	Pacific/Honolulu
Anaheim	US	33.83529	-117.9145	350742	America/Los_Angeles
Tarsus	TR	36.91766	34.89277	350732	Europe/Istanbul
Pengze	CN	29.89885	116.54572	350000	Asia/Shanghai
Bahir Dar	ET	11.59364	37.39077	350000	Africa/Addis_Ababa
Punāsa	IN	22.23507	76.39335	350000	Asia/Kolkata
Al Maḩmūdīyah	IQ	33.06221	44.36564	350000	Asia/Baghdad
Diepsloot	ZA	-25.93312	28.01213	350000	Africa/Johannesburg
Xilinhot	CN	43.93889	116.07021	349953	Asia/Shanghai
Praia Grande	BR	-24.00583	-46.40278	349935	America/Sao_Paulo
Quelimane	MZ	-17.87861	36.88833	349842	Africa/Maputo
Arkhangel’sk	RU	64.5461	40.55183	349742	Europe/Moscow
Muzaffarnagar	IN	29.47091	77.70332	349706	Asia/Kolkata
Hulunbuir	CN	49.21141	119.75582	349400	Asia/Shanghai
Shinjuku	JP	35.69115	139.70854	349385	Asia/Tokyo
Sikasso	ML	11.31755	-5.66654	349324	Africa/Bamako
Sanandaj	IR	35.31495	46.99883	349176	Asia/Tehran
Chita	RU	52.04311	113.49171	349005	Asia/Chita
San Pedro	PH	14.3595	121.0473	348968	Asia/Manila
Campina Grande	BR	-7.23056	-35.88111	348936	America/Fortaleza
Alicante	ES	38.34517	-0.48149	348901	Europe/Madrid
Bimbo	CF	4.25671	18.41583	348802	Africa/Bangui
Kalemyo	MM	23.19014	94.06405	348573	Asia/Yangon
Belfast	GB	54.59682	-5.92541	348005	Europe/London
Long Bien	VN	21.03333	105.9	347829	Asia/Bangkok
Camagüey	CU	21.38083	-77.91694	347562	America/Havana
Daye	CN	30.08333	114.95	347406	Asia/Shanghai
Bilbao	ES	43.26271	-2.92528	347342	Europe/Madrid
Ambon	ID	-3.69583	128.18333	347288	Asia/Jayapura
Chifeng	CN	42.26833	118.96361	346654	Asia/Shanghai
Central Coast	AU	-33.42979	151.37144	346596	Australia/Sydney
Sunshine Coast	AU	-26.65682	153.07955	346522	Australia/Brisbane
Corrientes	AR	-27.46784	-58.8344	346334	America/Argentina/Cordoba
Hŭngnam	KP	39.84198	127.63206	346082	Asia/Pyongyang
Avadi	IN	13.1147	80.10981	345996	Asia/Kolkata
Astana	KZ	51.1801	71.44598	345604	Asia/Almaty
Yunlong	CN	34.25281	117.25167	345393	Asia/Shanghai
Koshigaya	JP	35.89035	139.78916	345353	Asia/Tokyo
Coventry	GB	52.40656	-1.51217	345324	Europe/London
Belgorod	RU	50.60343	36.58091	345289	Europe/Moscow
Kendari	ID	-3.9778	122.51507	345107	Asia/Makassar
Toamasina	MG	-18.1492	49.40234	345107	Indian/Antananarivo
Logan City	AU	-27.63917	153.10944	345098	Australia/Brisbane
Ōtsu	JP	35.0	135.86667	345070	Asia/Tokyo
Kosti	SD	13.1629	32.66347	345068	Africa/Khartoum
Qitaihe	CN	45.768	130.9953	345033	Asia/Shanghai
Doha	QA	25.28545	51.53096	344939	Asia/Qatar
Kadapa	IN	14.47995	78.82346	344893	Asia/Kolkata
Nakano	JP	35.70449	139.66946	344880	Asia/Tokyo
Turmero	VE	10.22856	-67.47421	344700	America/Caracas
Brest	BY	52.10894	23.71749	344470	Europe/Minsk
Tokorozawa	JP	35.79916	139.46903	344194	Asia/Tokyo
Cabanatuan City	PH	15.48586	120.96648	343672	Asia/Manila
Pizhou	CN	34.31139	117.95028	343421	Asia/Shanghai
Darnytsya	UA	50.41596	30.69534	343384	Europe/Kyiv
Dire Dawa	ET	9.59306	41.86611	343000	Africa/Addis_Ababa
Annaba	DZ	36.9	7.76667	342703	Africa/Algiers
Nice	FR	43.70313	7.26608	342669	Europe/Paris
Iligan	PH	8.2289	124.24344	342618	Asia/Manila
Soledad	CO	10.91843	-74.76459	342556	America/Bogota
Temara	MA	33.92866	-6.90656	342345	Africa/Casablanca
Shiqi	CN	22.51682	113.38521	342306	Asia/Shanghai
Paulista	BR	-7.94083	-34.87306	342167	America/Recife
Obalende	NG	6.44694	3.41528	342000	Africa/Lagos
Cirebon	ID	-6.7063	108.557	341980	Asia/Jakarta
Kukatpally	IN	17.48486	78.41376	341709	Asia/Kolkata
Laixi	CN	36.85917	120.52694	341470	Asia/Shanghai
Jhang Sadr	PK	31.26981	72.31687	341210	Asia/Karachi
Dihok	IQ	36.86608	42.9879	340900	Asia/Baghdad
Kaluga	RU	54.53063	36.27	340851	Europe/Moscow
Bắc Từ Liêm	VN	21.06532	105.74661	340605	Asia/Ho_Chi_Minh
Svyatoshyn	UA	50.46341	30.34612	340399	Europe/Kyiv
Celaya	MX	20.52181	-100.81399	340387	America/Mexico_City
Serekunda	GM	13.43833	-16.67806	340000	Africa/Banjul
Kafrul	BD	23.78822	90.37359	339734	Asia/Dhaka
Karşıyaka	TR	38.45772	27.1142	339624	Europe/Istanbul
Ḩadā’iq al Qubbah	EG	30.08843	31.28351	339612	Africa/Cairo
Makiyivka	UA	48.04782	37.92576	338968	Europe/Kyiv
West Raleigh	US	35.78682	-78.66389	338759	America/New_York
Cuernavaca	MX	18.9261	-99.23075	338650	America/Mexico_City
Markham	CA	43.86682	-79.2663	338503	America/Toronto
Kaesŏng	KP	37.97083	126.55444	338155	Asia/Pyongyang
Uberaba	BR	-19.74833	-47.93194	337836	America/Sao_Paulo
Tungi	BD	23.89154	90.40232	337579	Asia/Dhaka
Krasnogvargeisky	RU	59.97305	30.47607	337091	Europe/Moscow
Randburg	ZA	-26.0941	28.00123	337053	Africa/Johannesburg
Safi	MA	32.29939	-9.23718	336883	Africa/Casablanca
Simferopol	UA	44.95719	34.11079	336460	Europe/Simferopol
Lublin	PL	51.25058	22.57009	336339	Europe/Warsaw
Ganja	AZ	40.68157	46.36134	335600	Asia/Baku
San José	CR	9.93388	-84.08489	335007	America/Costa_Rica
Orlando	US	28.53834	-81.37924	334854	America/New_York
Viña del Mar	CL	-33.02457	-71.55183	334248	America/Santiago
Tieling	CN	42.29306	123.84139	333907	Asia/Shanghai
Qazvin	IR	36.26877	50.0041	333635	Asia/Tehran
Asahikawa	JP	43.77063	142.36489	333530	Asia/Tokyo
Kāmārhāti	IN	22.67111	88.37472	332965	Asia/Kolkata
Tepic	MX	21.50733	-104.89332	332863	America/Mazatlan
Wŏnju	KR	37.35139	127.94528	332849	Asia/Seoul
Wad Medani	SD	14.40118	33.51989	332714	Africa/Khartoum
Quận Mười Một	VN	10.76383	106.64355	332536	Asia/Ho_Chi_Minh
Nukus	UZ	42.45861	59.60576	332500	Asia/Samarkand
Konak	TR	38.4	27.1	332277	Europe/Istanbul
Maebashi	JP	36.4	139.08333	332149	Asia/Tokyo
Kita	JP	35.75264	139.73348	332140	Asia/Tokyo
Ciudad Victoria	MX	23.74061	-99.14364	332100	America/Monterrey
Soledad de Graciano Sánchez	MX	22.18912	-100.93792	332072	America/Mexico_City
Kochi	JP	33.55	133.53333	332059	Asia/Tokyo
Bielefeld	DE	52.03333	8.53333	331906	Europe/Berlin
Dumai	ID	1.66711	101.44316	331832	Asia/Jakarta
Blida	DZ	36.47004	2.8277	331779	Africa/Algiers
Kwai Chung	HK	22.36828	114.13877	331600	Asia/Hong_Kong
Mandaue City	PH	10.32361	123.92222	331320	Asia/Manila
Khorramshahr	IR	30.44079	48.18428	330606	Asia/Tehran
Bonn	DE	50.73438	7.09549	330579	Europe/Berlin
Mathura	IN	27.5035	77.67215	330511	Asia/Kolkata
Hechi	CN	24.69285	108.08376	330131	Asia/Shanghai
Bydgoszcz	PL	53.1235	18.00762	330038	Europe/Warsaw
Smolensk	RU	54.77826	32.05088	330025	Europe/Moscow
Oral	KZ	51.24601	51.42558	330000	Asia/Oral
São Vicente	BR	-23.96306	-46.39194	329911	America/Sao_Paulo
Khorramabad	IR	33.48778	48.35583	329825	Asia/Tehran
Ribeirão das Neves	BR	-19.76694	-44.08667	329794	America/Sao_Paulo
Soyapango	SV	13.71024	-89.13989	329708	America/El_Salvador
Tongshan	CN	34.18045	117.15707	329661	Asia/Shanghai
Guédiawaye	SN	14.77446	-17.40212	329659	Africa/Dakar
São José dos Pinhais	BR	-25.5302	-49.20836	329628	America/Sao_Paulo
Plovdiv	BG	42.15387	24.75001	329489	Europe/Sofia
Ciudad Obregón	MX	27.48642	-109.94079	329404	America/Hermosillo
Wŏnsan	KP	39.15278	127.44361	329207	Asia/Pyongyang
Brent	GB	51.55306	-0.3023	329100	Europe/London
Pavlodar	KZ	52.27601	76.96881	329002	Asia/Almaty
Chānda	IN	19.95076	79.29523	328351	Asia/Kolkata
Canoas	BR	-29.91778	-51.18361	328291	America/Sao_Paulo
Kōriyama	JP	37.4	140.38333	327692	Asia/Tokyo
Sochi	RU	43.59699	39.72477	327608	Europe/Moscow
Aksaray	TR	38.37255	34.02537	327575	Europe/Istanbul
Vijayapura	IN	16.82442	75.71537	327427	Asia/Kolkata
Chipata	ZM	-13.63333	32.65	327059	Africa/Lusaka
Chongjin	KP	41.79556	129.77583	327000	Asia/Pyongyang
Yanji	CN	42.88825	129.50241	326957	Asia/Shanghai
Roodepoort	ZA	-26.1625	27.8725	326416	Africa/Johannesburg
Pucallpa	PE	-8.37915	-74.55387	326040	America/Lima
Mogi das Cruzes	BR	-23.52278	-46.18833	325746	America/Sao_Paulo
Córdoba	ES	37.89155	-4.77275	325708	Europe/Madrid
Birkenhead	GB	53.39337	-3.01479	325264	Europe/London
Nantes	FR	47.21725	-1.55336	325070	Europe/Paris
Ilesa	NG	7.62789	4.74161	325000	Africa/Lagos
Bhatara	BD	23.8	90.45	324300	Asia/Dhaka
Espoo	FI	60.2052	24.6522	323910	Europe/Helsinki
Kikuyu	KE	-1.24627	36.66291	323881	Africa/Nairobi
Kluang	MY	2.03046	103.31689	323762	Asia/Kuala_Lumpur
Lincang	CN	23.87972	100.09455	323708	Asia/Shanghai
Nottingham	GB	52.9536	-1.15047	323632	Europe/London
Ramiros	AO	-9.06259	13.0456	323576	Africa/Luanda
Al ‘Amārah	IQ	31.83561	47.14483	323302	Asia/Baghdad
Volzhsky	RU	48.78583	44.77973	323293	Europe/Volgograd
Vaughan	CA	43.8361	-79.49827	323103	America/Toronto
Xingyi	CN	25.09617	104.90639	322890	Asia/Shanghai
Guarujá	BR	-23.99306	-46.25639	322750	America/Sao_Paulo
Shivamogga	IN	13.93157	75.56791	322650	Asia/Kolkata
Alwar	IN	27.56246	76.625	322568	Asia/Kolkata
Uíge	AO	-7.60874	15.06131	322531	Africa/Luanda
Ixtapaluca	MX	19.31556	-98.88284	322271	America/Mexico_City
Osh	KG	40.52828	72.7985	322164	Asia/Bishkek
Portoviejo	EC	-1.05764	-80.45145	321800	America/Guayaquil
Villavicencio	CO	4.13238	-73.62564	321717	America/Bogota
Man’gyŏngdae-ri	KP	38.99182	125.65871	321690	Asia/Pyongyang
San Miguelito	PA	9.05032	-79.47068	321501	America/Panama
Pelotas	BR	-31.76997	-52.34101	320674	America/Sao_Paulo
Shāhjānpur	IN	27.88165	79.90918	320434	Asia/Kolkata
Lexington	US	37.98869	-84.47772	320347	America/New_York
Tantou	CN	22.75121	113.83496	320304	Asia/Shanghai
Anápolis	BR	-16.32667	-48.95278	319587	America/Sao_Paulo
Kaech’ŏn	KP	39.70056	125.89333	319554	Asia/Pyongyang
Jūnāgadh	IN	21.51966	70.45981	319462	Asia/Kolkata
Islington	GB	51.53622	-0.10304	319143	Europe/London
Holguín	CU	20.88722	-76.26306	319102	America/Havana
Ust-Kamenogorsk	KZ	49.97143	82.60586	319067	Asia/Almaty
Tsuen Wan	HK	22.37137	114.11329	318916	Asia/Hong_Kong
Zinder	NE	13.80716	8.9881	318874	Africa/Niamey
Saransk	RU	54.18485	45.17166	318841	Europe/Moscow
Al Diwaniyah	IQ	31.99289	44.92552	318801	Asia/Baghdad
Varna	BG	43.21912	27.91024	318737	Europe/Sofia
Hafizabad	PK	32.07095	73.68802	318621	Asia/Karachi
Marne La Vallée	FR	48.83584	2.64241	318325	Europe/Paris
Damanhur	EG	31.03408	30.46823	318207	Africa/Cairo
Chiniot	PK	31.72091	72.97836	318165	Asia/Karachi
Popayán	CO	2.43823	-76.61316	318059	America/Bogota
Reading	GB	51.45625	-0.97113	318014	Europe/London
Geita	TZ	-2.8725	32.2325	318006	Africa/Dar_es_Salaam
Taubaté	BR	-23.02639	-45.55528	317915	America/Sao_Paulo
Constanţa	RO	44.18073	28.63432	317832	Europe/Bucharest
New Delhi	IN	28.62137	77.2148	317797	Asia/Kolkata
Thessaloníki	GR	40.64072	22.93493	317778	Europe/Athens
Thiès	SN	14.78944	-16.92602	317763	Africa/Dakar
Naha	JP	26.213	127.67851	317625	Asia/Tokyo
Pekalongan	ID	-6.8886	109.6753	317524	Asia/Jakarta
Obolon	UA	50.5132	30.5055	317300	Europe/Kyiv
Riverside	US	33.95335	-117.39616	317261	America/Los_Angeles
Baicheng	CN	45.61751	122.83302	316970	Asia/Shanghai
Chimbote	PE	-9.07508	-78.59373	316966	America/Lima
Bari	IT	41.12066	16.86982	316491	Europe/Rome
Barueri	BR	-23.51056	-46.87611	316473	America/Sao_Paulo
Corpus Christi	US	27.80058	-97.39638	316239	America/Chicago
Thrissur	IN	10.51667	76.21667	315957	Asia/Kolkata
Cherepovets	RU	59.13333	37.9	315738	Europe/Moscow
Eloy Alfaro	EC	-2.16919	-79.83987	315724	America/Guayaquil
Hamburg-Nord	DE	53.58935	9.984	315514	Europe/Berlin
Al-Kut	IQ	32.5128	45.81817	315162	Asia/Baghdad
Muar	MY	2.0442	102.5689	314776	Asia/Kuala_Lumpur
Şişli	TR	41.06046	28.98717	314684	Europe/Istanbul
Várzea Grande	BR	-15.64667	-56.1325	314627	America/Cuiaba
Lexington-Fayette	US	38.0498	-84.45855	314488	America/New_York
Maroua	CM	10.59095	14.31593	314122	Africa/Douala
Kingston upon Hull	GB	53.7446	-0.33525	314018	Europe/London
Preston	GB	53.76282	-2.70452	313332	Europe/London
Lianshan	CN	40.76432	120.85327	313247	Asia/Shanghai
Denizli	TR	37.77417	29.0875	313238	Europe/Istanbul
Ikeja	NG	6.59651	3.34205	313196	Africa/Lagos
New Cairo	EG	30.03	31.47	313139	Africa/Cairo
Al Qāhirah al Jadīdah	EG	30.04214	31.44446	313139	Africa/Cairo
Vitória	BR	-20.31944	-40.33778	312656	America/Sao_Paulo
Palmira	CO	3.53944	-76.30361	312519	America/Bogota
Vologda	RU	59.2239	39.88398	312420	Europe/Moscow
Iligan City	PH	8.25	124.4	312323	Asia/Manila
Maringá	BR	-23.42528	-51.93861	311724	America/Sao_Paulo
Catania	IT	37.49223	15.07041	311584	Europe/Rome
Jardim Angela	BR	-23.71636	-46.76872	311432	America/Sao_Paulo
Nizāmābād	IN	18.67154	78.0988	311152	Asia/Kolkata
Cincinnati	US	39.12711	-84.51439	311097	America/New_York
Percut	ID	3.6253	98.864	311063	Asia/Jakarta
Coatzacoalcos	MX	18.14905	-94.4447	310698	America/Mexico_City
Santa Ana	US	33.74557	-117.86783	310227	America/Los_Angeles
Sariwŏn-si	KP	38.50722	125.75583	310100	Asia/Pyongyang
Botshabelo	ZA	-29.26737	26.72595	309714	Africa/Johannesburg
Butuan	PH	8.94917	125.54361	309709	Asia/Manila
Shahrīār	IR	35.65884	51.05775	309607	Asia/Tehran
Qods	IR	35.7214	51.109	309605	Asia/Tehran
Gia Lâm	VN	21.02	105.939	309353	Asia/Bangkok
Kurgan	RU	55.44905	65.34344	309285	Asia/Yekaterinburg
Tampico	MX	22.28519	-97.87777	309003	America/Monterrey
Akowonjo	NG	6.61012	3.30968	308900	Africa/Lagos
Cabuyao	PH	14.2726	121.1262	308745	Asia/Manila
Tabora	TZ	-5.01622	32.82663	308741	Africa/Dar_es_Salaam
Kasugai	JP	35.24762	136.97229	308681	Asia/Tokyo
An Nhơn	VN	13.88579	109.10823	308396	Asia/Ho_Chi_Minh
Alimosho	NG	6.60656	3.30235	308290	Africa/Lagos
Ciudad Benito Juárez	MX	25.64724	-100.09582	308285	America/Monterrey
Münster	DE	51.96236	7.62571	308258	Europe/Berlin
Mannheim	DE	49.4891	8.46694	307960	Europe/Berlin
Karawang	ID	-6.30525	107.3197	307880	Asia/Jakarta
Akita	JP	39.71667	140.11667	307672	Asia/Tokyo
Suzano	BR	-23.5425	-46.31083	307429	America/Sao_Paulo
Tumkūr	IN	13.34136	77.1022	307359	Asia/Kolkata
Chinju	KR	35.19278	128.08472	307242	Asia/Seoul
Parbhani	IN	19.26855	76.77081	307170	Asia/Kolkata
Hisar	IN	29.15394	75.72294	307024	Asia/Kolkata
Iksan	KR	35.94389	126.95444	307000	Asia/Seoul
Fīrozābād	IN	27.15092	78.39781	306409	Asia/Kolkata
Palmas	BR	-10.16745	-48.32766	306296	America/Araguaina
Vladikavkaz	RU	43.04101	44.66986	306258	Europe/Moscow
Port-de-Paix	HT	19.93984	-72.83037	306217	America/Port-au-Prince
Damietta	EG	31.41648	31.81332	305920	Africa/Cairo
Posadas	AR	-27.39184	-55.92379	305874	America/Argentina/Cordoba
Brakpan	ZA	-26.23656	28.36938	305692	Africa/Johannesburg
Stockton	US	37.9577	-121.29078	305658	America/Los_Angeles
Yokkaichi	JP	34.96667	136.61667	305424	Asia/Tokyo
Kulti	IN	23.73166	86.84372	305405	Asia/Kolkata
Tláhuac	MX	19.28689	-99.00507	305076	America/Mexico_City
Sapele	NG	5.89405	5.67666	305000	Africa/Lagos
Pittsburgh	US	40.44062	-79.99589	304391	America/New_York
Armenia	CO	4.53656	-75.67263	304314	America/Bogota
Santa Catarina	MX	25.67325	-100.45813	304052	America/Monterrey
Sumbawanga	TZ	-7.96667	31.61667	303986	Africa/Dar_es_Salaam
Orël	RU	52.96879	36.0791	303696	Europe/Moscow
Akashi	JP	34.65524	135.00687	303601	Asia/Tokyo
Hai Bà Trưng	VN	21.01341	105.84772	303586	Asia/Bangkok
Kurume	JP	33.31667	130.51667	303579	Asia/Tokyo
Graz	AT	47.06733	15.44197	303270	Europe/Vienna
Saint Paul	US	44.94441	-93.09327	303176	America/Chicago
Nghi Sơn	VN	19.32746	105.82145	302210	Asia/Bangkok
Karnāl	IN	29.69197	76.98448	302140	Asia/Kolkata
Changyi	CN	36.85361	119.39083	302072	Asia/Shanghai
Ciudad del Este	PY	-25.5036	-54.65067	301815	America/Asuncion
Rosetta	EG	31.39951	30.41718	301795	Africa/Cairo
Barddhamān	IN	23.25572	87.85691	301725	Asia/Kolkata
Toshima	JP	35.76126	139.74491	301599	Asia/Tokyo
Solwezi	ZM	-12.1688	26.38938	301370	Africa/Lusaka
Hamburg-Mitte	DE	53.55	10.01667	301231	Europe/Berlin
Augsburg	DE	48.37154	10.89851	301105	Europe/Berlin
Valladolid	ES	41.65541	-4.72353	300618	Europe/Madrid
Miri	MY	4.39928	113.99163	300543	Asia/Kuching
Xinyi	CN	34.38424	118.34617	300511	Asia/Shanghai
Mardan	PK	34.19794	72.04965	300424	Asia/Karachi
Surgut	RU	61.25757	73.41775	300367	Asia/Yekaterinburg
Swansea	GB	51.62079	-3.94323	300352	Europe/London
San Pablo	PH	14.0683	121.3256	300166	Asia/Manila
Newcastle upon Tyne	GB	54.97328	-1.61396	300125	Europe/London
Gundupālaiyam	IN	11.94096	79.80294	300104	Asia/Kolkata
Gatineau	CA	45.47723	-75.70164	300045	America/Toronto
Yangshuo	CN	24.78081	110.48967	300000	Asia/Shanghai
Biñan	PH	14.34267	121.08071	300000	Asia/Manila
Malir Cantonment	PK	24.94343	67.20591	300000	Asia/Karachi
Winejok	SS	9.01222	27.57081	300000	Africa/Juba
Batikent	TR	39.96833	32.73083	300000	Europe/Istanbul
Mérida	VE	8.57899	-71.16922	300000	America/Caracas
Linqu	CN	36.51556	118.53972	299646	Asia/Shanghai
Uruapan	MX	19.41677	-102.05842	299523	America/Mexico_City
Pātan	NP	27.67658	85.31417	299283	Asia/Kathmandu
Fergana	UZ	40.38421	71.78432	299200	Asia/Tashkent
Bahía Blanca	AR	-38.7176	-62.26545	299101	America/Argentina/Buenos_Aires
Santol	PH	15.16222	120.5675	298976	Asia/Manila
Kaolack	SN	14.15197	-16.07259	298904	Africa/Dakar
Jember	ID	-8.17211	113.69953	298585	Asia/Jakarta
Aomori	JP	40.81667	140.73333	298394	Asia/Tokyo
Bārāsat	IN	22.72154	88.48198	298127	Asia/Kolkata
Mulugu	IN	18.191	79.943	297671	Asia/Kolkata
Bihār Sharīf	IN	25.20084	85.52389	297268	Asia/Kolkata
Grozny	RU	43.31195	45.68895	297137	Europe/Moscow
Boma	CD	-5.85098	13.05364	297009	Africa/Kinshasa
Bāli	IN	22.64859	88.34115	296973	Asia/Kolkata
Pu'er	CN	22.78863	100.97481	296565	Asia/Shanghai
Rāmpur	IN	28.81014	79.02699	296418	Asia/Kolkata
Darbhanga	IN	26.15216	85.89707	296039	Asia/Kolkata
Panipat	IN	29.38747	76.96825	295970	Asia/Kolkata
Mwene	CD	-9.81697	22.87023	295683	Africa/Lubumbashi
Białystok	PL	53.13333	23.16433	295683	Europe/Warsaw
Rufisque	SN	14.71542	-17.27334	295459	Africa/Dakar
Murmansk	RU	68.96778	33.09922	295374	Europe/Moscow
Tirupati	IN	13.63551	79.41989	295323	Asia/Kolkata
Southend-on-Sea	GB	51.53782	0.71433	295310	Europe/London
Lincoln	US	40.8	-96.66696	294757	America/Chicago
Phu Quoc	VN	10.22409	103.97156	294419	Asia/Ho_Chi_Minh
Baiyin	CN	36.54696	104.17023	294400	Asia/Shanghai
Fukushima	JP	37.75	140.46667	294237	Asia/Tokyo
Bergen	NO	60.39299	5.32415	294029	Europe/Oslo
Greater Noida	IN	28.49615	77.53601	293908	Asia/Kolkata
Noida	IN	28.58	77.33	293908	Asia/Kolkata
Tambov	RU	52.73632	41.44102	293661	Europe/Moscow
Vigo	ES	42.23282	-8.72264	293642	Europe/Madrid
Palangkaraya	ID	-2.20833	113.91667	293500	Asia/Pontianak
Aizawl	IN	23.72894	92.71791	293416	Asia/Kolkata
Thanh Xuân	VN	20.99472	105.79977	293292	Asia/Bangkok
Al Hufūf	SA	25.36467	49.58764	293179	Asia/Riyadh
Cholula	MX	19.06406	-98.30352	292881	America/Mexico_City
Gandhinagar	IN	23.21667	72.68333	292797	Asia/Kolkata
Semey	KZ	50.42064	80.25025	292780	Asia/Almaty
Cầu Giấy	VN	21.03228	105.80073	292536	Asia/Bangkok
Dindigul	IN	10.36896	77.98036	292512	Asia/Kolkata
Ponta Grossa	BR	-25.095	-50.16194	292177	America/Sao_Paulo
Gaozhou	CN	21.91965	110.85678	292164	Asia/Shanghai
Kamoke	PK	31.97526	74.22304	291980	Asia/Karachi
Limeira	BR	-22.56472	-47.40167	291869	America/Sao_Paulo
Thanjavur	IN	10.78523	79.13909	291067	Asia/Kolkata
Kariega	ZA	-33.75562	25.40074	291052	Africa/Johannesburg
Adıyaman	TR	37.76441	38.27629	290883	Europe/Istanbul
Al Mubarraz	SA	25.40768	49.59028	290802	Asia/Riyadh
Resistencia	AR	-27.46363	-58.98665	290793	America/Argentina/Cordoba
Morioka	JP	39.7	141.15	290700	Asia/Tokyo
Atyrau	KZ	47.1048	51.88427	290700	Asia/Atyrau
Sector 2	RO	44.4528	26.13321	290507	Europe/Bucharest
Xiuying	CN	20.00073	110.29359	290000	Asia/Shanghai
San Cristóbal	VE	7.76593	-72.23576	289852	America/Caracas
Karīmnagar	IN	18.43915	79.12856	289821	Asia/Kolkata
Victoria	CA	48.4359	-123.35155	289625	America/Vancouver
Anchorage	US	61.21806	-149.90028	289600	America/Anchorage
Dewas	IN	22.96585	76.05526	289550	Asia/Kolkata
Batna	DZ	35.55597	6.17414	289504	Africa/Algiers
Kaunas	LT	54.90156	23.90909	289380	Europe/Vilnius
Sonīpat	IN	28.99478	77.01937	289333	Asia/Kolkata
Machala	EC	-3.25886	-79.95876	289141	America/Guayaquil
Wiesbaden	DE	50.08601	8.24435	288850	Europe/Berlin
Zeytinburnu	TR	40.99441	28.90417	288743	Europe/Istanbul
Meads	US	38.41258	-82.70905	288649	America/New_York
Kabwe	ZM	-14.4469	28.44644	288598	Africa/Lusaka
Cileungsir	ID	-6.39472	106.95917	288347	Asia/Jakarta
Sinŭiju	KP	40.10056	124.39806	288112	Asia/Pyongyang
Meguro	JP	35.6322	139.70174	288088	Asia/Tokyo
Sector 4	RO	44.37571	26.12085	287828	Europe/Bucharest
Sumida	JP	35.73289	139.82085	287766	Asia/Tokyo
Ibaraki	JP	34.81641	135.56828	287730	Asia/Tokyo
Bắc Ninh	VN	21.18608	106.07631	287658	Asia/Bangkok
Ichalkaranji	IN	16.69117	74.46054	287353	Asia/Kolkata
Marienthal	DE	53.56667	10.08333	287101	Europe/Berlin
Phú Mỹ	VN	10.63333	107.06667	287055	Asia/Ho_Chi_Minh
Ceilândia	BR	-15.8091	-48.13096	287023	America/Sao_Paulo
Katowice	PL	50.2597	19.02173	286960	Europe/Warsaw
Adapazarı	TR	40.78056	30.40333	286787	Europe/Istanbul
Sultanbeyli	TR	40.96072	29.27067	286622	Europe/Istanbul
Cluj-Napoca	RO	46.76667	23.6	286598	Europe/Bucharest
Gunpo	KR	37.3675	126.94694	286485	Asia/Seoul
Songea	TZ	-10.68333	35.65	286285	Africa/Dar_es_Salaam
Butembo	CD	0.14164	29.29117	286242	Africa/Lubumbashi
Tacna	PE	-18.01465	-70.25362	286240	America/Lima
Sumaré	BR	-22.82194	-47.26694	286211	America/Sao_Paulo
Long Xuyên	VN	10.38639	105.43518	286140	Asia/Ho_Chi_Minh
Savar	BD	23.84858	90.25002	286008	Asia/Dhaka
Bathinda	IN	30.20747	74.93893	285788	Asia/Kolkata
Henderson	US	36.0397	-114.98194	285667	America/Los_Angeles
Jālna	IN	19.84102	75.88636	285577	Asia/Kolkata
Sekondi	GH	4.93422	-1.71454	285506	Africa/Accra
Kyengera	UG	0.29517	32.50159	285400	Africa/Kampala
Greensboro	US	36.07264	-79.79198	285342	America/New_York
Haifa	IL	32.81303	34.99928	285316	Asia/Jerusalem
Århus	DK	56.15674	10.21076	285273	Europe/Copenhagen
Viamão	BR	-30.08111	-51.02333	285269	America/Sao_Paulo
Dengzhou	CN	32.68273	112.08873	285032	Asia/Shanghai
Artux	CN	39.70842	76.17971	285000	Asia/Urumqi
Chuncheon	KR	37.87472	127.73417	284855	Asia/Seoul
Alto Barinas	VE	8.5931	-70.2261	284289	America/Caracas
Mbour	SN	14.42196	-16.96375	284189	Africa/Dakar
Brighton	GB	50.82838	-0.13947	283870	Europe/London
Karlsruhe	DE	49.00937	8.40444	283799	Europe/Berlin
Port Moresby	PG	-9.47723	147.15089	283733	Pacific/Port_Moresby
Santa Maria	BR	-29.68417	-53.80694	283677	America/Sao_Paulo
Minya	EG	28.09193	30.75813	283605	Africa/Cairo
Plano	US	33.01984	-96.69889	283558	America/Chicago
Ichihara	JP	35.51667	140.08333	283531	Asia/Tokyo
Qibao	CN	31.15267	121.35688	283352	Asia/Shanghai
Kirāri Sulemānnagar	IN	28.69736	77.0648	283211	Asia/Kolkata
Cainta	PH	14.5786	121.1222	283172	Asia/Manila
Pétionville	HT	18.5125	-72.28528	283052	America/Port-au-Prince
Satna	IN	24.57726	80.82719	282977	Asia/Kolkata
Geelong	AU	-38.14711	144.36069	282809	Australia/Melbourne
Tegal	ID	-6.8694	109.1402	282781	Asia/Jakarta
Chernihiv	UA	51.50541	31.28656	282747	Europe/Kyiv
Xinyuan	CN	43.42649	83.24959	282718	Asia/Urumqi
Ba Vì	VN	21.08333	105.38333	282600	Asia/Bangkok
